,Age,SibSp,Fare,Cabin,Survived,Pclass_1,Pclass_2,Pclass_3,Sex_0,Sex_1,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6
0,0.2711736617240512,0.125,0.014151057562208049,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
1,0.4722292033174164,0.125,0.13913573538264068,0.6666666666666666,1,1,0,0,0,1,1,0,0,0,0,0,0
2,0.32143754712239253,0.0,0.015468569817999833,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
3,0.4345312892686604,0.125,0.10364429745562033,0.6666666666666666,1,1,0,0,0,1,1,0,0,0,0,0,0
4,0.4345312892686604,0.0,0.015712553569072387,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
5,0.37170143252073384,0.0,0.01650950209357577,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
6,0.6732847449107816,0.0,0.10122885832000206,0.3333333333333333,0,1,0,0,1,0,1,0,0,0,0,0,0
7,0.01985423473234481,0.375,0.04113566043083236,0.3333333333333333,0,0,0,1,1,0,0,1,0,0,0,0,0
8,0.33400351847197784,0.0,0.021730754366528396,0.3333333333333333,1,0,0,1,0,1,0,0,1,0,0,0,0
9,0.17064589092736868,0.125,0.058694292654020104,0.3333333333333333,1,0,1,0,0,1,1,0,0,0,0,0,0
10,0.04498617743151546,0.125,0.03259622914329302,0.0,1,0,0,1,0,1,0,1,0,0,0,0,0
11,0.723548630309123,0.0,0.051822148727810165,0.6666666666666666,1,1,0,0,0,1,1,0,0,0,0,0,0
12,0.24604171902488062,0.0,0.015712553569072387,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
13,0.4847951746670017,0.125,0.06104473451835265,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,1,0
14,0.17064589092736868,0.0,0.015330377421392339,0.3333333333333333,0,0,0,1,0,1,1,0,0,0,0,0,0
15,0.685850716260367,0.0,0.03122992013728673,0.3333333333333333,1,0,1,0,0,1,1,0,0,0,0,0,0
16,0.01985423473234481,0.5,0.05684821399990475,0.3333333333333333,0,0,0,1,1,0,0,1,0,0,0,0,0
17,0.37170143252073384,0.0,0.025374310111545468,0.3333333333333333,1,0,1,0,1,0,1,0,0,0,0,0,0
18,0.38426740387031916,0.125,0.03513366015444757,0.3333333333333333,0,0,0,1,0,1,1,0,0,0,0,0,0
19,0.4345312892686604,0.0,0.014102260811993537,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
20,0.4345312892686604,0.0,0.050748620223090936,0.3333333333333333,0,0,1,0,1,0,1,0,0,0,0,0,0
21,0.4219653179190751,0.0,0.025374310111545468,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0
22,0.18321186227695402,0.0,0.015671954672893913,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
23,0.34656948982156316,0.0,0.06929138530460494,1.0,1,1,0,0,1,0,1,0,0,0,0,0,0
24,0.09525006282985675,0.375,0.04113566043083236,0.3333333333333333,0,0,0,1,0,1,0,1,0,0,0,0,0
25,0.4722292033174164,0.125,0.06126431989431795,0.3333333333333333,1,0,0,1,0,1,0,0,0,0,0,1,0
26,0.37170143252073384,0.0,0.014102260811993537,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
27,0.2334757476752953,0.375,0.5133418122566507,0.6666666666666666,0,1,0,0,1,0,0,0,1,0,0,0,0
28,0.2586076903744659,0.0,0.01537917417160685,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
29,0.37170143252073384,0.0,0.015411575213749286,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
30,0.49736114601658704,0.0,0.05410739813385612,0.3333333333333333,0,1,0,0,1,0,1,0,0,0,0,0,0
31,0.4345312892686604,0.125,0.2859895551532101,0.8333333333333333,1,1,0,0,0,1,1,0,0,0,0,0,0
32,0.2586076903744659,0.0,0.015126992566498259,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
33,0.8240764011058055,0.0,0.020494635090094415,0.3333333333333333,0,0,1,0,1,0,1,0,0,0,0,0,0
34,0.34656948982156316,0.125,0.16038672010106003,0.3333333333333333,0,1,0,0,1,0,1,0,0,0,0,0,0
35,0.5224930887157577,0.125,0.10149724044618187,0.3333333333333333,0,1,0,0,1,0,1,0,0,0,0,0,0
36,0.37170143252073384,0.0,0.014110458666029575,0.3333333333333333,1,0,0,1,1,0,1,0,0,0,0,0,0
37,0.2586076903744659,0.0,0.015712553569072387,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
38,0.22090977632571,0.25,0.03513366015444757,0.3333333333333333,0,0,0,1,0,1,1,0,0,0,0,0,0
39,0.17064589092736868,0.125,0.021942337075458514,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
40,0.49736114601658704,0.125,0.018493968331299484,0.3333333333333333,0,0,0,1,0,1,1,0,0,0,0,0,0
41,0.33400351847197784,0.125,0.04098927018018883,0.3333333333333333,0,0,1,0,0,1,1,0,0,0,0,0,0
42,0.37170143252073384,0.0,0.015411575213749286,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
43,0.032420206081930136,0.125,0.08115719346076702,0.3333333333333333,1,0,1,0,0,1,0,0,1,0,0,0,0
44,0.2334757476752953,0.0,0.01537917417160685,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
45,0.37170143252073384,0.0,0.015712553569072387,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
46,0.37170143252073384,0.125,0.030253985132996517,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
47,0.2586076903744659,0.0,0.015126992566498259,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
48,0.37170143252073384,0.25,0.04231498029001666,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
49,0.22090977632571,0.125,0.034743286152731485,0.3333333333333333,0,0,0,1,0,1,1,0,0,0,0,0,0
50,0.08268409148027142,0.5,0.07746484096553544,0.3333333333333333,0,0,0,1,1,0,0,1,0,0,0,0,0
51,0.2586076903744659,0.0,0.01522458606692728,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
52,0.610454888162855,0.125,0.1497654242623688,0.5,1,1,0,0,0,1,1,0,0,0,0,0,0
53,0.35913546117114853,0.125,0.050748620223090936,0.3333333333333333,1,0,1,0,0,1,1,0,0,0,0,0,0
54,0.8115104297562202,0.0,0.1209753416358076,0.8333333333333333,0,1,0,0,1,0,0,1,0,0,0,0,0
55,0.37170143252073384,0.0,0.06929138530460494,0.6666666666666666,1,1,0,0,1,0,1,0,0,0,0,0,0
56,0.2586076903744659,0.0,0.020494635090094415,0.3333333333333333,1,0,1,0,0,1,1,0,0,0,0,0,0
57,0.35285247549635584,0.0,0.014110458666029575,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
58,0.05755214878110078,0.125,0.05416439273810667,0.3333333333333333,1,0,1,0,0,1,0,0,1,0,0,0,0
59,0.1329479768786127,0.625,0.09154270340242172,0.3333333333333333,0,0,0,1,1,0,0,0,1,0,0,0,0
60,0.2711736617240512,0.0,0.014110458666029575,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
61,0.4722292033174164,0.0,0.15614960068643363,0.8333333333333333,1,1,0,0,0,1,1,0,0,0,0,0,0
62,0.5601910027645137,0.125,0.16293234896625058,0.6666666666666666,0,1,0,0,1,0,1,0,0,0,0,0,0
63,0.04498617743151546,0.375,0.05445717323939373,0.3333333333333333,0,0,0,1,1,0,0,0,1,0,0,0,0
64,0.37170143252073384,0.0,0.05410739813385612,0.3333333333333333,0,1,0,0,1,0,1,0,0,0,0,0,0
65,0.03870319175672279,0.125,0.029757819776815374,0.3333333333333333,1,0,0,1,1,0,0,1,0,0,0,0,0
66,0.35913546117114853,0.0,0.020494635090094415,0.16666666666666666,1,0,1,0,0,1,1,0,0,0,0,0,0
67,0.2334757476752953,0.0,0.015923941091001644,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
68,0.20834380497612465,0.5,0.015468569817999833,0.3333333333333333,1,0,0,1,0,1,0,0,1,0,0,0,0
69,0.32143754712239253,0.25,0.016908073949327893,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
70,0.39683337521990447,0.0,0.020494635090094415,0.3333333333333333,0,0,1,0,1,0,1,0,0,0,0,0,0
71,0.19577783362653933,0.625,0.09154270340242172,0.3333333333333333,0,0,0,1,0,1,0,0,1,0,0,0,0
72,0.2586076903744659,0.0,0.1434624456306609,0.3333333333333333,0,0,1,0,1,0,1,0,0,0,0,0,0
73,0.32143754712239253,0.125,0.028212719478023115,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
74,0.39683337521990447,0.0,0.11027245763075773,0.3333333333333333,1,0,0,1,1,0,1,0,0,0,0,0,0
75,0.3088715757728072,0.0,0.014931805565640218,0.16666666666666666,0,0,0,1,1,0,1,0,0,0,0,0,0
76,0.37170143252073384,0.0,0.015411575213749286,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
77,0.37170143252073384,0.0,0.015712553569072387,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
78,0.005152048253329982,0.0,0.056604230248832196,0.3333333333333333,1,0,1,0,1,0,0,0,1,0,0,0,0
79,0.37170143252073384,0.0,0.024349578357040744,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
80,0.2711736617240512,0.0,0.017566830077223785,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
81,0.35913546117114853,0.0,0.018542765081513996,0.3333333333333333,1,0,0,1,1,0,1,0,0,0,0,0,0
82,0.2586076903744659,0.0,0.015200187691820024,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
83,0.34656948982156316,0.0,0.09193307740413781,0.3333333333333333,0,1,0,0,1,0,1,0,0,0,0,0,0
84,0.20834380497612465,0.0,0.020494635090094415,0.3333333333333333,1,0,1,0,0,1,1,0,0,0,0,0,0
85,0.4093993465694898,0.375,0.030937139635999665,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0
86,0.19577783362653933,0.125,0.06709553154495196,0.3333333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0
87,0.37170143252073384,0.0,0.015712553569072387,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
88,0.2837396330736366,0.375,0.5133418122566507,0.6666666666666666,1,1,0,0,0,1,0,0,1,0,0,0,0
89,0.2963056044232219,0.0,0.015712553569072387,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
90,0.35913546117114853,0.0,0.015712553569072387,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
91,0.24604171902488062,0.0,0.015330377421392339,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
92,0.5727569741140991,0.125,0.11940564777490723,0.3333333333333333,0,1,0,0,1,0,1,0,0,0,0,0,0
93,0.32143754712239253,0.125,0.04015972542654215,0.3333333333333333,0,0,0,1,1,0,0,0,1,0,0,0,0
94,0.7361146016587082,0.0,0.014151057562208049,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
95,0.37170143252073384,0.0,0.015712553569072387,0.3333333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0
96,0.8869062578537321,0.0,0.06764049365134761,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0
97,0.2837396330736366,0.0,0.12366716556464086,0.5,1,1,0,0,1,0,0,1,0,0,0,0,0
98,0.4219653179190751,0.0,0.044893010197349675,0.3333333333333333,1,0,1,0,0,1,0,1,0,0,0,0,0
99,0.4219653179190751,0.125,0.050748620223090936,0.3333333333333333,0,0,1,0,1,0,1,0,0,0,0,0,0
